gene_symbol,legacy_variability_bin
CBX7,1
CBX8,9
CBY1,9
CC2D1A,1
CC2D1B,2
CC2D2A,8
CC2D2B,2
CCAR1,9
CCAR2,9
CCBE1,1
CCDC102A,4
CCDC102B,1
CCDC103,9
CCDC106,2
CCDC107,0
CCDC112,6
CCDC113,9
CCDC115,4
CCDC117,6
CCDC12,2
CCDC120,4
CCDC124,3
CCDC125,6
CCDC126,5
CCDC127,2
CCDC130,6
CCDC136,2
CCDC137,8
CCDC138,9
CCDC14,4
CCDC141,8
CCDC142,3
CCDC146,4
CCDC148,9
CCDC149,1
CCDC15,0
CCDC150,6
CCDC153,3
CCDC154,4
CCDC157,7
CCDC158,1
CCDC159,4
CCDC160,4
CCDC167,0
CCDC17,8
CCDC170,7
CCDC171,1
CCDC172,4
CCDC173,7
CCDC174,2
CCDC175,9
CCDC177,6
CCDC178,0
CCDC18,4
CCDC180,0
CCDC181,3
CCDC184,4
CCDC186,4
CCDC187,2
CCDC189,2
CCDC191,9
CCDC192,4
CCDC22,6
CCDC25,0
CCDC28A,2
CCDC28B,2
CCDC3,8
CCDC30,4
CCDC32,4
CCDC33,9
CCDC38,8
CCDC39,3
CCDC42,9
CCDC43,6
CCDC47,6
CCDC50,3
CCDC51,7
CCDC56,7
CCDC57,8
CCDC59,2
CCDC6,9
CCDC61,8
CCDC62,4
CCDC63,7
CCDC65,2
CCDC66,4
CCDC68,3
CCDC69,4
CCDC71,2
CCDC73,3
CCDC77,9
CCDC78,6
CCDC8,7
CCDC80,8
CCDC82,4
CCDC83,7
CCDC85A,7
CCDC85B,2
CCDC85C,0
CCDC86,4
CCDC88A,2
CCDC88B,9
CCDC88C,1
CCDC89,6
CCDC9,7
CCDC90B,0
CCDC91,7
CCDC92,6
CCDC93,1
CCDC96,4
CCDC97,0
CCDC9B,3
CCER2,2
CCHCR1,0
CCK,6
CCL13,6
CCL14,6
CCL17,2
CCL19,3
CCL22,6
CCL24,7
CCL25,7
CCL27,6
CCL3,5
CCL4,2
CCL5,0
CCL7,0
CCL8,0
CCM2,4
CCM2L,3
CCN1,1
CCN2,3
CCN3,4
CCN4,4
CCN5,2
CCN6,1
CCNA1,7
CCNA2,9
CCNB1IP1,3
CCNB2,0
CCNB3,6
CCNC,0
CCND1,5
CCND2,1
CCND3,2
CCNDBP1,6
CCNE1,4
CCNE2,6
CCNF,6
CCNG1,4
CCNG2,4
CCNH,4
CCNI,9
CCNJ,8
CCNK,6
CCNL1,4
CCNL2,9
CCNO,4
CCNQ,0
CCNT1,4
CCNT2,2
CCNY,8
CCNYL1,0
CCP110,4
CCPG1,0
CCR1,1
CCR10,9
CCR2,6
CCR3,0
CCR4,6
CCR5,7
CCR6,3
CCR7,3
CCR8,0
CCRL2,0
CCS,0
CCSAP,9
CCSER1,7
CCSER2,6
CCT2,1
CCT3,7
CCT4,0
CCT5,2
CCT6A,4
CCT6B,1
CCT8,6
CCT8L2,2
CD101,2
CD109,5
CD151,3
CD160,2
CD163,6
CD164,2
CD164L2,3
CD177,7
CD180,6
CD19,2
CD1A8,4
CD1C,1
CD2,6
CD200,3
CD209,2
CD22,4
CD226,6
CD244,4
CD248,4
CD27,3
CD274,6
CD276,2
CD28,2
CD2AP,3
CD2BP2,1
CD300E,4
CD300LG,4
CD320,6
CD34,1
CD36,0
CD37,6
CD38,0
CD3D,8
CD3E,9
CD3G,3
CD4,3
CD40,2
CD40LG,9
CD44,8
CD47,9
CD48,6
CD5,9
CD52,5
CD53,4
CD55,7
CD59,8
CD5L,0
CD6,0
CD63,7
CD68,7
CD69,8
CD7,0
CD70,7
CD72,0
CD74,2
CD79A,0
CD79B,6
CD80,0
CD81,2
CD82,2
CD83,2
CD84,4
CD86,6
CD8A,7
CD9,3
CD93,2
CD96,2
CD99L2,6
CDA,8
CDADC1,0
CDAN1,2
CDC123,6
CDC14A,2
CDC14B,2
CDC16,2
CDC20,6
CDC20B,0
CDC23,3
CDC25A,8
CDC25B,7
CDC25C,1
CDC26,0
CDC27,6
CDC34,6
CDC37,6
CDC37L1,8
CDC40,0
CDC42,4
CDC42BPA,8
CDC42BPB,0
CDC42BPG,4
CDC42EP1,2
CDC42EP2,2
CDC42EP3,1
CDC42EP5,7
CDC42SE1,0
CDC42SE2,6
CDC45,4
CDC5L,3
CDC6,6
CDC7,4
CDC73,4
CDCA2,1
CDCA3,3
CDCA4,9
CDCA5,1
CDCA7L,3
CDCA8,0
CDCP1,0
CDH1,7
CDH10,9
CDH11,3
CDH12,9
CDH13,4
CDH15,4
CDH16,9
CDH17,1
CDH18,4
CDH19,8
CDH2,2
CDH20,0
CDH22,6
CDH23,4
CDH24,4
CDH3,2
CDH4,0
CDH5,4
CDH6,7
CDH7,6
CDH8,4
CDHR1,7
CDHR4,0
CDIP1,9
CDIPT,1
CDK1,4
CDK10,4
CDK12,0
CDK13,4
CDK14,6
CDK15,5
CDK17,0
CDK18,9
CDK19,1
CDK2,2
CDK20,4
CDK2AP1,4
CDK2AP2,1
CDK3,2
CDK4,0
CDK5,4
CDK5R1,3
CDK5RAP1,3
CDK5RAP2,4
CDK5RAP3,1
CDK6,6
CDK7,4
CDK8,7
CDK9,0
CDKAL1,2
CDKL1,2
CDKL2,1
CDKL3,9
CDKL4,2
CDKL5,3
CDKN1A,4
CDKN1B,1
CDKN2A,2
CDKN2AIP,4
CDKN2AIPNL,3
CDKN2C,1
CDKN2D,4
CDKN3,6
CDNF,1
CDO1,9
CDON,7
CDPF1,7
CDR2,2
CDR2L,9
CDS1,4
CDS2,2
CDT1,0
CDV3,2
CDX1,6
CDX2,1
CDYL,4
CDYL2,6
CE10,3
CEACAM1,3
CEACAM20,4
CEBPB,2
CEBPE,6
CEBPG,6
CEBPZ,1
CECR2,2
CEL,9
CELA1,4
CELF1,4
CELF2,4
CELF3,6
CELF5,6
CELSR1,2
CELSR2,2
CELSR3,8
CEMIP,4
CEMIP2,6
CENPA,2
CENPB,3
CENPE,2
CENPF,4
CENPH,6
CENPI,0
CENPJ,6
CENPK,8
CENPL,6
CENPM,7
CENPN,7
CENPO,2
CENPP,6
CENPQ,7
CENPT,6
CENPU,6
CENPV,6
CENPW,6
CEP104,4
CEP112,6
CEP120,6
CEP126,9
CEP128,4
CEP131,0
CEP135,3
CEP152,2
CEP162,6
CEP164,2
CEP170,3
CEP19,6
CEP192,2
CEP250,0
CEP290,6
CEP295,1
CEP350,4
CEP41,2
CEP44,6
CEP55,2
CEP57,7
CEP57L1,0
CEP63,4
CEP68,2
CEP70,4
CEP72,6
CEP78,6
CEP83,6
CEP85,4
CEP85L,0
CEP89,3
CEP95,6
CEP97,9
CEPT1,2
CERCAM,4
CERK,6
CERKL,7
CERS2,4
CERS3,2
CERS4,6
CERS5,9
CERS6,7
CERT1,5
CES2,0
CETN3,0
CFAP100,7
CFAP126,1
CFAP161,6
CFAP20,2
CFAP206,6
CFAP221,0
CFAP299,4
CFAP300,6
CFAP36,9
CFAP410,9
CFAP43,6
CFAP44,6
CFAP45,9
CFAP46,8
CFAP52,9
CFAP54,0
CFAP57,7
CFAP61,4
CFAP65,9
CFAP69,6
CFAP70,2
CFAP73,8
CFAP74,4
CFAP77,4
CFAP97,4
CFAP97D1,3
CFAP99,6
CFDP1,9
CFHR5,2
CFI,4
CFL1,2
CFL2,4
CFLAR,8
CFP,2
CFTR,0
CGAS,7
CGGBP1,9
CGN,2
CGNL1,3
CGRRF1,2
CHAC1,6
CHAC2,9
CHAD,4
CHAF1A,6
CHAF1B,1
CHAMP1,0
CHCHD1,9
CHCHD10,9
CHCHD2,2
CHCHD3,3
CHCHD4,4
CHCHD5,3
CHCHD7,1
CHD1,5
CHD1L,4
CHD2,9
CHD3,7
CHD4,7
CHD5,7
CHD6,0
CHD7,6
CHD8,8
CHD9,4
CHDH,4
CHEK1,2
CHERP,9
CHFR,4
CHGB,4
CHI3L1,0
CHIC1,3
CHIC2,4
CHID1,2
CHKA,4
CHKB,4
CHL1,1
CHM,6
CHMP1A,1
CHMP2A,6
CHMP2B,0
CHMP4A,7
CHMP4B,4
CHMP4C,7
CHMP6,7
CHMP7,4
CHN1,4
CHN2,6
CHODL,3
CHORDC1,3
CHP1,9
CHPF,9
CHRAC1,9
CHRD,6
CHRDL1,9
CHRDL2,4
CHRM1,0
CHRM2,0
CHRM3,2
CHRM4,6
CHRM5,7
CHRNA1,1
CHRNA3,3
CHRNA5,0
CHRNA6,1
CHRNB1,6
CHRNB2,7
CHRNB4,3
CHRNE,2
CHRNG,9
CHST10,0
CHST11,6
CHST12,0
CHST14,2
CHST3,1
CHST4,9
CHST7,4
CHST8,4
CHST9,9
CHSY1,6
CHSY3,1
CHTF18,7
CHTF8,4
CHTOP,0
CHUK,1
CIAO1,7
CIAO2A,6
CIAO2B,2
CIAO3,4
CIAPIN1,4
CIART,6
CIB1,6
CIB2,4
CIC,6
CIDEA,6
CIDEC,4
CIITA,2
CILP,7
CILP2,4
CINP,0
CIP2A,4
CIPC,3
CIR1,0
CIRBP,6
CISD2,7
CISH,7
CIT,4
CITED1,6
CITED2,6
CIZ1,6
CKAP2,1
CKAP2L,6
CKAP4,6
CKAP5,4
CKM,7
CKMT2,0
CKS1B,3
CLASP1,3
CLASP2,4
CLBA1,6
CLCA1,1
CLCA2,9
CLCC1,0
CLCF1,2
CLCN1,8
CLCN2,4
CLCN3,1
CLCN4,2
CLCN5,5
CLCN6,0
CLCN7,0
CLDN1,2
CLDN10,4
CLDN11,4
CLDN12,3
CLDN15,0
CLDN16,4
CLDN19,4
CLDN2,0
CLDN34,8
CLDN4,0
CLDN5,7
CLDN6,6
CLDN7,4
CLDN9,3
CLDND1,0
CLEC11A,9
CLEC12A,6
CLEC12B,9
CLEC14A,4
CLEC16A,2
CLEC1B,8
CLEC2B,4
CLEC2D,0
CLEC2L,0
CLEC3A,7
CLEC3B,4
CLEC4G,3
CLEC5A,0
CLEC7A,6
CLGN,0
CLHC1,9
CLIC1,8
CLIC2,1
CLIC3,2
CLIC4,2
CLIC5,1
CLIC6,3
CLINT1,6
CLIP1,4
CLIP2,6
CLIP3,0
CLIP4,0
CLK1,2
CLK2,1
CLK3,3
CLK4,4
CLMN,4
CLMP,2
CLN3,6
CLN5,6
CLN6,6
CLN8,4
CLNK,9
CLNS1A,4
CLOCK,8
CLP1,1
CLPB,8
CLPP,4
CLPTM1,0
CLPTM1L,6
CLPX,6
CLSPN,7
CLSTN2,6
CLSTN3,1
CLTA,4
CLTB,2
CLTC,1
CLTCL1,2
CLU,2
CLUAP1,4
CLUH,2
CLUL1,4
CLVS2,9
CLYBL,9
CMA1,6
CMAS,8
CMBL,6
CMC1,0
CMC2,6
CMIP,3
CMKLR1,4
CMPK1,1
CMSS1,7
CMTM2,7
CMTM3,3
CMTM4,2
CMTM6,9
CMTM7,5
CMTM8,0
CMTR1,3
CMTR2,2
CMYA5,9
CNBD2,6
CNBP,4
CNDP1,0
CNDP2,3
CNEP1R1,4
CNGA1,4
CNIH2,2
CNIH3,9
CNIH4,2
CNKSR1,6
CNKSR2,9
CNMD,6
CNN1,6
CNN2,9
CNN3,3
CNNM1,6
CNNM2,4
CNNM3,9
CNNM4,6
CNOT1,2
CNOT10,4
CNOT11,9
CNOT2,7
CNOT3,1
CNOT4,8
CNOT6,1
CNOT6L,8
CNOT7,3
CNOT8,3
CNOT9,2
CNP,6
CNPPD1,0
CNPY3,4
CNPY4,2
CNR1,8
CNR2,4
CNRIP1,6
CNST,4
CNTFR,4
CNTLN,2
CNTN1,7
CNTN2,7
CNTN3,1
CNTN4,2
CNTN5,6
CNTNAP1,9
CNTNAP2,0
CNTNAP4,0
CNTNAP5,8
CNTRL,3
CNTROB,1
COA1,6
COA6,1
COA7,0
COA8,7
COASY,4
COBL,7
COBLL1,0
COCH,4
COG1,8
COG3,7
COG4,9
COG5,6
COG6,4
COG7,6
COIL,1
COL10A1,0
COL11A1,7
COL11A2,2
COL12A1,7
COL13A1,2
COL14A1,8
COL15A1,4
COL16A1,6
COL17A1,6
COL19A1,0
COL1A1,8
COL1A2,9
COL21A1,2
COL22A1,4
COL23A1,9
COL24A1,2
COL25A1,8
COL26A1,4
COL27A1,2
COL28A1,6
COL2A1,7
COL3A1,9
COL4A1,4
COL4A2,6
COL4A3,6
COL4A4,5
COL4A5,6
COL4A6,9
COL5A1,0
COL5A2,0
COL5A3,6
COL6A1,6
COL6A3,8
COL6A5,6
COL6A6,4
COL7A1,9
COL8A2,1
COL9A1,9
COL9A2,4
COL9A3,6
COLEC10,6
COLEC11,1
COLEC12,9
COLGALT1,0
COLGALT2,8
COMMD1,2
COMMD10,7
COMMD2,0
COMMD4,4
COMMD5,2
COMMD6,4
COMMD7,6
COMMD8,6
COMMD9,1
COMP,4
COMT,6
COMTD1,0
COP1,2
COPA,5
COPB1,7
COPB2,4
COPE,8
COPG1,2
COPG2,6
COPRS,1
COPS2,3
COPS3,3
COPS4,6
COPS5,1
COPS6,6
COPS7A,2
COPS7B,4
COPZ2,7
COQ10A,4
COQ10B,6
COQ2,9
COQ3,1
COQ4,7
COQ5,4
COQ6,2
COQ7,8
COQ8A,3
COQ8B,0
COQ9,2
CORIN,3
CORO1A,0
CORO1B,3
CORO1C,1
CORO2A,2
CORO2B,4
CORO6,2
COTL1,2
COX10,6
COX11,3
COX14,6
COX15,4
COX17,9
COX18,1
COX19,3
COX20,1
COX4I1,4
COX4I2,6
COX5A,9
COX5B,6
COX6A2,4
COX7A1,7
COX7A2L,6
COX7B2,0
COX8A,0
CP,0
CPA3,4
CPA4,4
CPA5,8
CPA6,4
CPAMD8,6
CPD,1
CPE,6
CPEB2,0
CPEB3,8
CPEB4,4
CPED1,4
CPLANE1,4
CPLANE2,4
CPLX1,7
CPLX2,9
CPLX3,6
CPLX4,4
CPN1,0
CPN2,9
CPNE2,2
CPNE3,5
CPNE4,6
CPNE5,0
CPNE7,0
CPNE8,4
CPOX,6
CPPED1,2
CPQ,2
CPS1,2
CPSF1,9
CPSF2,4
CPSF3,6
CPSF4,6
CPSF6,6
CPSF7,6
CPT1A,0
CPT1B,6
CPT1C,6
CPT2,7
CPTP,4
CPVL,4
CPXM1,0
CPXM2,4
CPZ,1
CRABP2,6
CRACR2A,4
CRACR2B,6
CRADD,3
CRAMP1,9
CRAT,6
CRB1,4
CRB2,2
CRB3,6
CRBN,3
CRCP,6
CREB1,4
CREB3,1
CREB3L1,2
CREB3L3,3
CREB3L4,7
CREB5,8
CREBBP,4
CREBL2,6
CREBRF,1
CREG1,6
CREG2,6
CRELD2,2
CREM,1
CRH,8
CRHBP,0
CRHR2,4
CRIM1,6
CRIP1,8
CRIP2,9
CRIP3,4
CRIPT,0
CRISPLD1,0
CRISPLD2,7
CRK,0
CRKL,6
CRLF1,2
CRLF2,6
CRLF3,2
CRMP1,8
CRNKL1,5
CRNN,2
CROCC,1
CROCC2,1
CROT,6
CRPPA,5
CRSP-2,3
CRSP-3,1
CRTAC1,2
CRTAM,5
CRTAP,2
CRTC1,2
CRTC2,4
CRTC3,9
CRY1,7
CRY2,6
CRYAB,0
CRYBA2,0
CRYBA4,6
CRYBB1,0
CRYBG1,8
CRYBG2,6
CRYBG3,6
CRYGN,6
CRYGS,4
CRYL1,4
CRYM,8
CRYZ,3
CS,8
CSAD,7
CSDC2,6
CSDE1,8
CSE1L,9
CSF1,0
CSF1R,4
CSF2,9
CSF2RA,8
CSF2RB,4
CSF3,6
CSF3R,6
CSGALNACT1,1
CSGALNACT2,4
CSK,0
CSKMT,6
CSMD3,6
CSNK1A1,4
CSNK1D,9
CSNK1E,7
CSNK1G1,7
CSNK1G2,4
CSNK1G3,6
CSNK2A2,4
CSNK2B,0
CSPG4,6
CSPG5,1
CSPP1,2
CSRNP1,8
CSRNP2,4
CSRNP3,8
CSRP1,0
CSRP3,6
CST6,4
CST7,2
CSTA,1
CSTB,7
CSTF1,0
CSTF2,2
CSTF3,4
CT83,6
CTBP1,6
CTBP2,1
CTC1,3
CTCF,3
CTDNEP1,0
CTDP1,4
CTDSP1,9
CTDSP2,2
CTDSPL,2
CTDSPL2,9
CTF1,6
CTH,4
CTHRC1,7
CTIF,2
CTLA4,2
CTNNA1,6
CTNNA2,8
CTNNA3,2
CTNNAL1,7
CTNNB1,0
CTNNBL1,1
CTNND1,4
CTNND2,0
CTNS,4
CTPS1,4
CTPS2,6
CTR9,4
CTRL,8
CTSA,0
CTSB,3
CTSC,9
CTSD,2
CTSE,7
CTSF,9
CTSH,9
CTSK,4
CTSO,1
CTSS,3
CTSW,6
CTSZ,1
CTTN,1
CTTNBP2,7
CTTNBP2NL,4
CTU2,6
CTXN1,4
CTXN2,9
CTXND2,6
CUBN,8
CUEDC1,6
CUEDC2,6
CUL1,6
CUL2,8
CUL3,1
CUL4A,6
CUL4B,0
CUL5,6
CUL7,6
CUL9,4
CUTA,1
CUTC,6
CUX1,7
CUX2,2
CWC15,6
CWC22,6
CWC25,1
CWC27,2
CWF19L1,4
CWF19L2,1
CWH43,8
CX3CL1,1
CX3CR1,6
CXADR,2
CXCL10,1
CXCL13,0
CXCL14,7
CXCL16,6
CXCL8,6
CXCR2,4
CXCR3,8
CXCR5,4
CXCR6,7
CXHXORF38,2
CXHXORF58,0
CXXC1,6
CXXC4,1
CYB561,4
CYB561A3,1
CYB561D1,3
CYB561D2,0
CYB5D1,4
CYB5D2,4
CYB5R1,9
CYB5R2,6
CYB5R3,3
CYB5R4,6
CYB5RL,6
CYBA,3
CYBB,7
CYBC1,6
CYBRD1,9
CYC1,7
CYCS,4
CYFIP1,8
CYFIP2,4
CYGB,8
CYHR1,7
CYLD,0
CYP17A1,2
CYP19A1,3
CYP1A1,6
CYP1B1,2
CYP20A1,6
CYP21A2,9
CYP24A1,6
CYP26A1,6
CYP26B1,6
CYP27A1,6
CYP27B1,0
CYP2C18,3
CYP2J2,4
CYP2S1,9
CYP2U1,4
CYP2W1,0
CYP39A1,4
CYP3A12,4
CYP46A1,2
CYP4B1,2
CYP4F22,0
CYP51A1,2
CYP7A1,0
CYP7B1,6
CYREN,7
CYSLTR1,2
CYSLTR2,6
CYSTM1,9
CYTH1,8
CYTH2,4
CYTH3,6
CYTH4,7
CYTIP,4
CYYR1,0
CZIB,8
D2HGDH,6
DAAM1,0
DAAM2,0
DAB1,4
DAB2,0
DAB2IP,6
DACH1,2
DACT1,4
DACT2,2
DACT3,7
DAG1,3
DAGLA,5
DAGLB,6
DALRD3,9
DAP3,2
DAPK1,4
DAPK2,0
DAPK3,4
DAPL1,9
DAPP1,4
DARS2,9
DAW1,9
DAXX,4
DAZAP1,6
DAZAP2,0
DBI,6
DBN1,6
DBNDD1,9
DBNDD2,6
DBNL,2
DBP,3
DBR1,6
DBT,9
DBX2,4
DCAF1,9
DCAF10,5
DCAF11,2
DCAF12,9
DCAF13,1
DCAF15,4
DCAF16,8
DCAF17,2
DCAF4,0
DCAF5,6
DCAF6,1
DCAF7,1
DCAF8,7
DCAKD,5
DCBLD1,6
DCBLD2,4
DCC,5
DCDC2,3
DCDC2B,9
DCHS1,9
DCHS2,0
DCK,7
DCLK1,4
DCLK2,3
DCLRE1A,0
DCLRE1B,7
DCLRE1C,6
DCN,4
DCP1A,3
DCP1B,0
DCP2,9
DCPS,4
DCST1,4
DCST2,1
DCSTAMP,6
DCT,9
DCTN1,3
DCTN2,4
DCTN3,4
DCTN4,7
DCTN5,4
DCTN6,6
DCTPP1,1
DCUN1D1,4
DCUN1D2,6
DCUN1D3,4
DCUN1D4,9
DCUN1D5,3
DCX,6
DCXR,2
DDA1,4
DDAH1,6
DDAH2,6
DDB1,3
DDB2,0
DDC,0
DDHD1,6
DDHD2,6
DDIAS,6
DDIT3,8
DDIT4,6
DDIT4L,1
DDN,0
DDO,0
DDOST,6
DDR1,4
DDR2,4
DDRGK1,4
DDX1,4
DDX10,6
DDX11,4
DDX17,2
DDX18,1
DDX19A,6
DDX20,2
DDX21,1
DDX23,0
DDX24,4
DDX25,9
DDX27,1
DDX31,4
DDX39A,6
DDX39B,4
DDX3X,0
DDX4,7
DDX41,9
DDX42,6
DDX43,6
DDX46,7
DDX47,1
DDX49,6
DDX5,9
DDX50,6
DDX51,4
DDX54,0
DDX55,0
DDX56,4
DDX58,6
DDX59,1
DDX6,2
DDX60,3
DEAF1,1
DECR1,4
DECR2,8
DEDD,9
DEDD2,2
DEF6,0
DEF8,0
DEGS1,6
DEGS2,9
DEK,9
DELE1,9
DENND1A,2
DENND1B,6
DENND1C,0
DENND2A,3
DENND2C,6
DENND2D,0
DENND3,7
DENND4A,1
DENND4B,6
DENND4C,4
DENND5A,0
DENND5B,6
DENND6A,1
DENND6B,7
DENR,7
DEPDC1,6
DEPDC1B,7
DEPDC5,0
DEPDC7,3
DEPP1,2
DEPTOR,6
DERL1,7
DERL2,3
DERL3,3
DES,6
DESI1,3
DESI2,9
DET1,4
DEUP1,8
DEXI,0
DFFA,1
DFFB,7
DGAT1,4
DGAT2,0
DGCR2,7
DGKA,1
DGKB,9
DGKD,0
DGKE,2
DGKG,6
DGKH,0
DGKI,7
DGKQ,2
DGKZ,3
DGUOK,4
DHCR24,9
DHCR7,6
DHDDS,4
DHDH,8
DHH,4
DHODH,1
DHPS,6
DHRS1,1
DHRS11,6
DHRS13,0
DHRS2,4
DHRS3,4
DHRS7,3
DHRS7B,1
DHRS7C,9
DHRS9,2
DHRSX,6
DHTKD1,9
DHX15,2
DHX16,1
DHX29,6
DHX30,1
DHX32,4
DHX33,1
DHX34,4
DHX35,4
DHX36,4
DHX37,6
DHX38,1
DHX40,9
DHX57,7
DHX58,9
DHX8,6
DHX9,3
DIABLO,4
DIAPH1,0
DIAPH2,8
DIAPH3,4
DICER1,3
DIDO1,7
DIMT1,4
DIO1,7
DIO2,4
DIP2A,3
DIP2B,2
DIP2C,6
DIPK1A,6
DIPK1B,4
DIPK1C,6
DIPK2B,0
DIRAS1,3
DIS3,2
DIS3L,6
DIS3L2,6
DISC1,6
DISP1,6
DISP2,1
DISP3,6
DIXDC1,0
DKC1,6
DKK1,9
DKK2,9
DKK3,0
DKKL1,4
DLA-79,1
DLA-DMA,2
DLA-DOA,6
DLA-DQA1,8
DLA-DRA,6
DLA88,9
DLAT,4
DLC1,2
DLD,3
DLEC1,7
DLG1,9
DLG2,6
DLG3,4
DLG4,4
DLG5,9
DLGAP1,8
DLGAP2,4
DLGAP3,3
DLGAP4,6
DLGAP5,0
DLK1,6
DLK2,4
DLL1,0
DLL4,6
DLST,9
DLX1,1
DLX2,2
DLX3,2
DLX4,8
DLX5,6
DLX6,6
DMAC1,0
DMAC2,4
DMAC2L,4
DMAP1,8
DMBT1,6
DMBX1,1
DMC1,4
DMD,1
DMKN,4
DMP1,6
DMPK,6
DMRT1,4
DMRT2,9
DMRTA1,3
DMTF1,6
DMTN,2
DMWD,8
DMXL1,4
DMXL2,3
DNA2,7
DNAAF1,9
DNAAF3,2
DNAAF4,6
DNAAF5,0
DNAH1,4
DNAH10,4
DNAH11,4
DNAH14,0
DNAH17,9
DNAH2,4
DNAH3,4
DNAH5,6
DNAH6,4
DNAH7,0
DNAH8,6
DNAH9,8
DNAI1,7
DNAI2,0
DNAJA3,9
DNAJA4,7
DNAJB1,6
DNAJB11,4
DNAJB12,1
DNAJB13,1
DNAJB14,4
DNAJB2,0
DNAJB4,4
DNAJB5,2
DNAJB6,1
DNAJB9,2
DNAJC1,6
DNAJC10,4
DNAJC11,9
DNAJC12,1
DNAJC13,9
DNAJC16,7
DNAJC17,1
DNAJC18,0
DNAJC19,2
DNAJC2,6
DNAJC21,2
DNAJC22,3
DNAJC25,3
DNAJC27,1
DNAJC3,6
DNAJC30,4
DNAJC4,3
DNAJC6,4
DNAJC7,4
DNAJC8,6
DNAJC9,3
DNAL1,4
DNAL4,2
DNALI1,9
DNASE1,9
DNASE1L1,4
DNASE1L2,9
DNASE1L3,6
DNASE2,9
DNASE2B,3
DND1,4
DNER,0
DNLZ,4
DNM1,1
DNM1L,2
DNM2,7
DNM3,1
DNMBP,2
DNMT1,8
DNMT3A,1
DNMT3B,4
DNPEP,9
DNPH1,2
DNTT,9
DNTTIP1,2
DNTTIP2,4
DOC2A,2
DOC2B,3
DOCK1,2
DOCK10,8
DOCK11,6
DOCK2,7
DOCK3,6
DOCK4,0
DOCK5,0
DOCK6,2
DOCK7,0
DOCK8,4
DOCK9,9
DOHH,4
DOK1,4
DOK2,1
DOK3,0
DOK4,1
DOK5,6
DOK6,7
DOK7,1
DOLK,2
DOLPP1,3
DOP1A,4
DOP1B,2
DOT1L,0
DPAGT1,3
DPCD,6
DPEP1,6
DPEP2NB,2
DPF1,2
DPF2,6
DPF3,0
DPH1,4
DPH2,8
DPH3,4
DPH5,3
DPH6,0
DPH7,2
DPM1,9
DPM2,4
DPP10,4
DPP3,1
DPP4,6
DPP6,6
DPP7,1
DPP8,4
DPP9,9
DPPA5,1
DPT,6
DPY19L1,4
DPY19L3,0
DPY19L4,4
DPY30,2
DPYD,0
DPYS,9
DPYSL2,4
DPYSL3,0
DPYSL5,6
DQX1,0
DR1,3
DRAM1,3
DRAM2,0
DRAP1,7
DRAXIN,2
DRC3,0
DRC7,0
DRD3,7
DRG1,9
DRG2,4
DRGX,1
DROSHA,7
DRP2,6
DSCAM,4
DSCAML1,8
DSCC1,6
DSE,4
DSG2,8
DSN1,1
DSP,6
DST,2
DSTN,6
DSTYK,2
DTD2,4
DTHD1,6
DTL,0
DTNA,7
DTNBP1,7
DTWD1,6
DTX2,1
DTX3,9
DTX3L,1
DTX4,6
DTYMK,2
DUOX1,4
DUOX2,6
DUOXA1,0
DUOXA2,4
DUS1L,2
DUS2,6
DUS3L,0
DUS4L,6
DUSP1,6
DUSP10,9
DUSP11,6
DUSP13,0
DUSP14,4
DUSP15,0
DUSP16,6
DUSP19,9
DUSP2,4
DUSP22,4
DUSP26,6
DUSP3,2
DUSP5,6
DUSP6,6
DUSP8,0
DUSP9,4
DUT,3
DVL1,2
DVL2,7
DVL3,9
DXO,7
DYDC1,8
DYDC2,4
DYM,0
DYNC1H1,2
DYNC1I1,9
DYNC1I2,1
DYNC1LI1,4
DYNC1LI2,1
DYNC2H1,4
DYNC2LI1,6
DYNLL1,4
DYNLL2,2
DYNLRB1,7
DYNLRB2,9
DYNLT1,6
DYNLT3,0
DYRK1A,2
DYRK1B,0
DYRK2,4
DYRK3,3
DYRK4,1
DYSF,1
DZANK1,6
DZIP1,6
DZIP1L,9
DZIP3,1
E2F2,4
E2F3,2
E2F4,1
E2F5,0
E2F6,8
E2F7,4
E2F8,4
E4F1,4
EAF1,0
EAF2,9
EARS2,2
EBAG9,4
EBF1,6
EBF2,6
EBF3,4
EBF4,9
EBI3,1
EBNA1BP2,0
EBPL,0
ECD,9
ECE1,6
ECE2,0
ECEL1,7
ECHDC1,8
ECHDC2,4
ECHDC3,4
ECHS1,4
ECI1,6
ECI2,4
ECM1,6
ECM2,1
ECPAS,6
ECRG4,6
ECSIT,7
ECT2,7
ECT2L,7
EDA,6
EDAR,4
EDARADD,2
EDC3,6
EDC4,4
EDEM1,3
EDEM2,6
EDEM3,3
EDF1,2
EDIL3,1
EDN1,7
EDN2,7
EDN3,6
EDNRA,5
EDNRB,6
EDRF1,1
EEA1,9
EED,2
EEF1A1,6
EEF1AKMT1,3
EEF1B2,3
EEF1D,4
EEF2,7
EEF2K,9
EEFSEC,6
EEPD1,6
EFCAB1,4
EFCAB10,4
EFCAB11,9
EFCAB14,4
EFCAB2,1
EFCAB3,4
EFCAB5,2
EFCAB6,9
EFCAB7,6
EFCAB8,4
EFCC1,2
EFEMP1,1
EFEMP2,3
EFHB,2
EFHC1,4
EFHC2,7
EFHD1,4
EFHD2,1
EFL1,4
EFNA1,2
EFNA5,6
