gene_symbol,legacy_variability_bin
HTR5A,4
HTR6,9
HTRA1,6
HTRA2,6
HTRA3,3
HTRA4,3
HTT,6
HUNK,6
HUWE1,4
HVCN1,3
HYAL1,6
HYAL2,6
HYAL3,6
HYDIN,8
HYI,0
HYKK,6
HYLS1,4
HYOU1,0
HYPK,2
IAH1,2
IARS2,1
IBA57,3
IBSP,1
IBTK,6
ICA1,8
ICA1L,9
ICAM1,2
ICAM2,1
ICAM3,9
ICAM5,6
ICE1,6
ICE2,6
ICOS,0
ID1,2
ID3,6
ID4,4
IDE,4
IDH1,4
IDH2,2
IDH3A,2
IDH3G,4
IDNK,8
IDO1,7
IDO2,2
IDS,4
IDUA,2
IER2,9
IER3,1
IER5,3
IER5L,4
IFFO1,3
IFFO2,4
IFGGB2,6
IFI30,9
IFI35,6
IFI44,1
IFI44L,2
IFI6,6
IFIT2,6
IFIT3,3
IFIT5,4
IFITM10,0
IFNG,6
IFNGR1,6
IFNLR1,8
IFRD1,8
IFRD2,6
IFT122,6
IFT172,4
IFT20,6
IFT22,6
IFT27,3
IFT43,1
IFT46,6
IFT52,6
IFT57,2
IFT74,6
IFT81,1
IFT88,2
IGBP1,4
IGDCC3,4
IGDCC4,3
IGF1,9
IGF1R,2
IGF2,6
IGF2BP1,8
IGF2BP2,6
IGF2BP3,8
IGF2R,2
IGFALS,4
IGFBP2,2
IGFBP3,3
IGFBP4,0
IGFBP5,1
IGFBP6,6
IGFBP7,6
IGFLR1,4
IGLON5,2
IGSF1,4
IGSF10,6
IGSF11,7
IGSF21,4
IGSF22,4
IGSF3,2
IGSF5,9
IGSF6,2
IGSF8,6
IGSF9,4
IGSF9B,6
IK,6
IKBIP,8
IKBKB,3
IKBKE,8
IKBKG,4
IKZF1,6
IKZF2,2
IKZF3,0
IKZF4,0
IKZF5,1
IL10,6
IL10RA,3
IL10RB,1
IL11,2
IL12A,4
IL12B,4
IL12RB1,6
IL12RB2,2
IL13,8
IL13RA1,4
IL13RA2,4
IL15,0
IL15RA,4
IL16,4
IL17B,4
IL17RA,7
IL17RB,1
IL17RC,1
IL17RD,6
IL17RE,8
IL17REL,6
IL18,9
IL18BP,6
IL18R1,7
IL18RAP,1
IL19,2
IL1A,0
IL1B,8
IL1R1,6
IL1R2,9
IL1RAP,9
IL1RAPL1,4
IL1RL1,3
IL1RL2,3
IL1RN,0
IL20RA,8
IL20RB,9
IL21,9
IL21R,7
IL22RA2,6
IL23A,3
IL23R,8
IL25,5
IL27,2
IL27RA,3
IL2RA,6
IL2RB,4
IL2RG,1
IL31RA,1
IL33,6
IL34,0
IL36G,3
IL37,9
IL3RA,8
IL4I1,1
IL4R,4
IL5,4
IL5RA,9
IL6,5
IL6R,0
IL6ST,2
IL7,8
IL7R,1
ILDR1,1
ILDR2,6
ILF2,2
ILF3,9
ILK,0
ILKAP,3
ILRUN,4
ILVBL,6
IMMP1L,6
IMMT,6
IMP3,2
IMPA1,6
IMPA2,6
IMPACT,7
IMPDH1,3
IMPDH2,1
IMPG1,6
IMPG2,6
INA,2
INAFM2,4
INCA1,7
INCENP,7
ING1,9
ING2,1
ING3,6
ING4,1
ING5,4
INHA,2
INHBA,2
INHBB,9
INHBC,6
INHBE,6
INIP,6
INKA1,2
INO80,4
INO80C,1
INO80D,2
INO80E,4
INPP1,2
INPP4A,5
INPP4B,6
INPP5A,7
INPP5B,3
INPP5D,2
INPP5E,6
INPP5F,7
INPP5J,3
INPP5K,7
INPPL1,0
INSC,2
INSIG1,5
INSIG2,6
INSR,6
INSRR,4
INSYN1,9
INSYN2A,7
INSYN2B,4
INTS1,1
INTS10,0
INTS11,4
INTS12,7
INTS13,7
INTS14,4
INTS2,6
INTS4,1
INTS5,6
INTS6,4
INTS6L,8
INTS7,0
INTS8,7
INTS9,0
INTU,1
INVS,8
IP6K1,7
IP6K2,1
IP6K3,0
IPO11,3
IPO13,6
IPO4,6
IPO5,7
IPO7,4
IPO8,4
IPO9,5
IPP,2
IPPK,6
IQCB1,3
IQCC,9
IQCD,2
IQCE,4
IQCG,9
IQCK,6
IQGAP1,4
IQGAP2,6
IQGAP3,9
IQSEC1,8
IQSEC2,4
IQSEC3,4
IQUB,3
IRAK1,4
IRAK1BP1,2
IRAK2,0
IRAK3,2
IRAK4,6
IREB2,7
IRF1,1
IRF2,4
IRF2BP1,4
IRF2BP2,2
IRF3,9
IRF4,4
IRF5,4
IRF6,4
IRF8,9
IRGQ,4
IRS2,6
IRX1,7
IRX2,9
IRX3,6
IRX5,6
IRX6,3
ISCA2,3
ISCU,0
ISG15,3
ISG20,6
ISG20L2,1
ISL1,9
ISLR,6
ISLR2,4
ISM1,0
ISOC1,2
ISOC2,6
IST1,6
ISY1,6
ITCH,1
ITFG1,3
ITFG2,4
ITGA1,2
ITGA10,2
ITGA11,6
ITGA2,1
ITGA2B,1
ITGA3,1
ITGA4,0
ITGA5,0
ITGA6,7
ITGA7,4
ITGA8,1
ITGA9,3
ITGAE,2
ITGAL,2
ITGAM,4
ITGAV,6
ITGB1,1
ITGB1BP1,8
ITGB1BP2,7
ITGB2,9
ITGB3,6
ITGB3BP,2
ITGB4,2
ITGB5,9
ITGB6,9
ITGB7,3
ITGB8,1
ITGBL1,6
ITIH2,4
ITIH3,6
ITIH4,6
ITIH5,6
ITK,2
ITM2B,4
ITM2C,0
ITPA,2
ITPK1,4
ITPKA,2
ITPKB,0
ITPKC,1
ITPR1,3
ITPR2,5
ITPR3,0
ITPRID1,8
ITPRID2,9
ITSN2,9
IVD,6
IWS1,2
IZUMO4,0
JADE1,2
JADE2,6
JADE3,9
JAG1,7
JAG2,1
JAGN1,7
JAK1,4
JAK2,6
JAK3,4
JAKMIP1,9
JAKMIP2,6
JAM3,4
JAML,0
JARID2,7
JAZF1,2
JCAD,2
JCHAIN,2
JDP2,2
JHY,9
JKAMP,6
JMJD1C,3
JMJD4,2
JMJD6,6
JMJD7,9
JMJD8,3
JMY,6
JOSD1,6
JPH1,6
JPH2,7
JPH3,3
JPH4,0
JPT1,1
JPT2,3
JRKL,6
JTB,5
JUNB,6
JUND,0
JUP,3
KALRN,8
KANK1,1
KANK2,6
KANK3,9
KANK4,9
KANSL1L,2
KANSL2,3
KANSL3,4
KAT14,3
KAT2A,3
KAT2B,2
KAT5,3
KAT6A,4
KAT6B,3
KAT7,3
KAT8,1
KATNA1,3
KATNAL1,5
KATNAL2,1
KATNB1,6
KATNBL1,1
KAZALD1,6
KBTBD12,5
KBTBD13,6
KBTBD2,9
KBTBD3,4
KBTBD4,6
KBTBD6,1
KBTBD7,3
KBTBD8,1
KCMF1,4
KCNA1,9
KCNA2,4
KCNA4,2
KCNA5,1
KCNA6,5
KCNA7,1
KCNAB1,7
KCNAB2,7
KCNAB3,2
KCNB1,1
KCNB2,4
KCNC1,9
KCNC2,1
KCNC4,7
KCND1,6
KCND3,6
KCNE2,6
KCNE3,6
KCNE4,8
KCNF1,0
KCNG1,1
KCNG3,6
KCNG4,3
KCNH1,6
KCNH2,6
KCNH3,0
KCNH4,9
KCNH5,3
KCNH7,2
KCNIP1,1
KCNIP2,0
KCNIP3,8
KCNIP4,0
KCNJ10,5
KCNJ11,1
KCNJ12,1
KCNJ14,6
KCNJ15,3
KCNJ16,9
KCNJ2,6
KCNJ3,2
KCNJ4,7
KCNJ5,1
KCNJ6,9
KCNJ8,2
KCNJ9,0
KCNK1,2
KCNK10,1
KCNK12,3
KCNK13,7
KCNK15,2
KCNK16,6
KCNK2,2
KCNK3,2
KCNK4,6
KCNK5,9
KCNK6,8
KCNK7,8
KCNMA1,9
KCNMB1,6
KCNMB2,2
KCNMB3,0
KCNN1,8
KCNN2,4
KCNN3,6
KCNN4,6
KCNQ1,6
KCNQ2,2
KCNQ3,2
KCNQ4,0
KCNQ5,3
KCNS1,9
KCNS3,7
KCNT1,1
KCNU1,6
KCNV1,0
KCP,2
KCTD1,4
KCTD10,0
KCTD12,4
KCTD13,2
KCTD15,7
KCTD16,0
KCTD17,1
KCTD18,4
KCTD19,6
KCTD2,2
KCTD20,6
KCTD21,0
KCTD3,3
KCTD4,4
KCTD5,2
KCTD6,3
KCTD8,6
KCTD9,7
KDELR2,1
KDELR3,1
KDF1,6
KDM1A,2
KDM1B,0
KDM2A,2
KDM2B,6
KDM3A,0
KDM3B,2
KDM4A,8
KDM4B,4
KDM4C,6
KDM5A,0
KDM5B,0
KDM5C,9
KDM6A,4
KDM6B,0
KDM7A,9
KDM8,7
KDR,3
KDSR,4
KEAP1,0
KEL,6
KERA,9
KHDC4,2
KHDRBS1,9
KHDRBS3,2
KHK,1
KHNYN,4
KHSRP,0
KIAA0040,6
KIAA0100,4
KIAA0232,2
KIAA0319,4
KIAA0319L,4
KIAA0513,1
KIAA0586,2
KIAA0753,6
KIAA0825,6
KIAA0895,6
KIAA0930,3
KIAA1109,6
KIAA1143,2
KIAA1191,6
KIAA1210,3
KIAA1217,1
KIAA1328,6
KIAA1549,2
KIAA1549L,3
KIAA1614,0
KIAA1671,0
KIAA1755,4
KIAA1841,8
KIAA1958,3
KIAA2012,6
KIAA2013,3
KIAA2026,4
KIDINS220,7
KIF11,6
KIF12,0
KIF13A,1
KIF13B,2
KIF14,4
KIF15,2
KIF16B,6
KIF17,3
KIF18A,2
KIF18B,8
KIF19,1
KIF1A,0
KIF1B,3
KIF1C,4
KIF20A,3
KIF20B,1
KIF21A,7
KIF21B,1
KIF22,4
KIF23,6
KIF24,4
KIF25,6
KIF26A,6
KIF26B,7
KIF27,4
KIF2A,2
KIF2C,9
KIF3A,0
KIF3C,9
KIF4A,7
KIF5A,6
KIF5B,9
KIF5C,1
KIF6,6
KIF7,4
KIF9,6
KIFAP3,0
KIFC1,6
KIFC2,6
KIFC3,6
KIN,3
KIRREL1,7
KIRREL2,6
KIRREL3,4
KIT,4
KITLG,3
KIZ,9
KL,4
KLB,6
KLC2,8
KLC3,4
KLC4,7
KLF1,1
KLF10,8
KLF11,2
KLF12,2
KLF14,1
KLF15,6
KLF3,4
KLF4,8
KLF5,6
KLF6,0
KLF7,2
KLF8,6
KLF9,0
KLHDC1,6
KLHDC10,3
KLHDC2,6
KLHDC3,6
KLHDC4,6
KLHDC8A,0
KLHDC8B,6
KLHDC9,0
KLHL11,4
KLHL13,2
KLHL14,3
KLHL15,2
KLHL17,0
KLHL18,3
KLHL2,1
KLHL20,6
KLHL21,3
KLHL22,4
KLHL23,4
KLHL24,0
KLHL25,4
KLHL26,7
KLHL28,8
KLHL29,0
KLHL3,6
KLHL30,1
KLHL31,4
KLHL32,6
KLHL34,2
KLHL35,6
KLHL36,3
KLHL38,2
KLHL4,4
KLHL40,4
KLHL41,1
KLHL42,8
KLHL5,6
KLHL6,0
KLHL8,3
KLHL9,1
KLK1,4
KLK10,3
KLK12,3
KLK13,2
KLK2,7
KLK4,6
KLRA1,4
KLRB1,3
KLRD1,0
KLRF1,9
KLRG1,2
KLRK1,4
KMO,0
KMT2A,0
KMT2B,4
KMT2C,8
KMT2D,0
KMT2E,4
KMT5A,4
KMT5B,0
KMT5C,4
KNCN,0
KNL1,0
KNOP1,6
KNSTRN,0
KNTC1,0
KPNA1,8
KPNA3,2
KPNA4,4
KPNA5,6
KPNA6,6
KPNA7,6
KPNB1,6
KPTN,6
KRAS,0
KRBA1,4
KRBA2,3
KREMEN1,4
KRI1,7
KRIT1,0
KRR1,7
KRT10,0
KRT14,3
KRT18,9
KRT20,9
KRT222,3
KRT23,3
KRT24,4
KRT25,6
KRT27,4
KRT39,9
KRT80,0
KRTCAP2,2
KRTCAP3,7
KSR1,4
KSR2,6
KTI12,1
KTN1,0
KXD1,9
KY,4
KYAT1,1
KYAT3,2
KYNU,4
L1CAM,2
L1TD1,3
L2HGDH,4
L3HYPDH,0
L3MBTL1,8
L3MBTL2,4
L3MBTL3,0
L3MBTL4,4
LACTB,1
LACTB2,9
LAG3,9
LAMA1,8
LAMA2,0
LAMA3,1
LAMA4,1
LAMB1,3
LAMB2,1
LAMB3,6
LAMB4,4
LAMC1,6
LAMC2,4
LAMC3,6
LAMP1,3
LAMP2,2
LAMP5,0
LAMTOR1,4
LAMTOR2,0
LAMTOR3,9
LAMTOR4,4
LANCL1,7
LANCL2,7
LANCL3,2
LAP3,3
LAPTM4A,4
LAPTM4B,4
LAPTM5,6
LARGE1,1
LARGE2,4
LARP1,7
LARP1B,2
LARP4,6
LARP4B,2
LARP6,1
LARP7,4
LARS2,2
LAS1L,7
LASP1,2
LAT,6
LAT2,6
LATS1,6
LATS2,0
LAX1,7
LAYN,5
LBH,3
LBR,0
LBX1,2
LBX2,6
LCA5,1
LCK,0
LCLAT1,4
LCMT1,9
LCN15,6
LCN2,4
LCOR,4
LCORL,0
LCP1,4
LCP2,1
LCT,7
LDAH,9
LDB1,4
LDB2,1
LDB3,0
LDHB,2
LDHD,4
LDLR,7
LDLRAD3,4
LDLRAD4,2
LDLRAP1,4
LDOC1,0
LEAP2,4
LEF1,1
LEKR1,7
LEMD2,2
LEMD3,3
LENEP,2
LENG1,1
LENG8,0
LEO1,3
LEP,7
LEPR,1
LEPROT,7
LEPROTL1,4
LETM1,2
LETM2,0
LETMD1,8
LEXM,8
LFNG,6
LGALS1,9
LGALS12,4
LGALS3,7
LGALS4,0
LGALS8,3
LGALS9,1
LGALSL,4
LGI1,7
LGI2,6
LGI3,7
LGI4,4
LGMN,6
LGR4,2
LGR5,7
LGR6,0
LGSN,0
LHCGR,7
LHFPL1,7
LHFPL4,5
LHFPL6,7
LHPP,6
LHX1,0
LHX2,4
LHX4,6
LHX6,7
LHX8,0
LHX9,2
LIAS,4
LIF,1
LIFR,0
LIG1,4
LIG3,2
LIG4,2
LIMA1,6
LIMCH1,1
LIMD1,4
LIMD2,9
LIMK1,8
LIMK2,1
LIMS2,6
LIN28B,2
LIN37,2
LIN52,0
LIN54,2
LIN7A,6
LIN7B,2
LIN7C,2
LIN9,3
LINGO1,4
LINGO2,9
LINGO4,9
LINS1,6
LIPA,2
LIPC,3
LIPE,6
LIPG,3
LIPH,8
LIPI,6
LIPT1,0
LIPT2,0
LIX1,4
LIX1L,2
LLGL1,4
LLGL2,8
LLPH,0
LMAN1,1
LMAN1L,4
LMAN2,2
LMAN2L,2
LMBR1,4
LMBR1L,6
LMBRD1,6
LMBRD2,8
LMCD1,0
LMF1,3
LMLN,2
LMNA,3
LMNB1,6
LMNB2,4
LMNTD1,4
LMNTD2,9
LMO1,4
LMO2,2
LMO3,7
LMO4,6
LMO7,7
LMOD2,9
LMOD3,3
LMTK2,4
LMX1A,9
LMX1B,0
LNP1,3
LNPEP,7
LNPK,0
LNX1,3
LNX2,4
LONP1,3
LONP2,0
LONRF1,0
LONRF2,4
LONRF3,6
LOX,8
LOXHD1,4
LOXL1,4
LOXL2,3
LOXL3,2
LOXL4,2
LPAR1,0
LPAR2,4
LPAR3,4
LPAR4,7
LPCAT1,4
LPCAT2,8
LPCAT3,7
LPCAT4,6
LPGAT1,3
LPIN1,6
LPIN2,6
LPIN3,4
LPL,5
LPO,6
LPXN,0
LRAT,8
LRATD1,4
LRBA,6
LRCH1,4
LRCH2,4
LRCH3,9
LRFN1,6
LRFN2,7
LRFN4,4
LRFN5,7
LRG1,6
LRGUK,6
LRIF1,1
LRIG1,2
LRIG2,0
LRIG3,6
LRIT1,0
LRIT3,3
LRMDA,9
LRP1,1
LRP10,6
LRP11,1
LRP12,1
LRP1B,4
LRP2,4
LRP2BP,4
LRP3,9
LRP4,6
LRP5,1
LRP6,2
LRP8,6
LRPAP1,2
LRPPRC,8
LRR1,3
LRRC1,6
LRRC10B,6
LRRC14,8
LRRC14B,0
LRRC15,2
LRRC17,6
LRRC18,6
LRRC19,2
LRRC2,6
LRRC20,6
LRRC23,4
LRRC24,0
LRRC25,6
LRRC26,4
LRRC27,4
LRRC28,6
LRRC3,2
LRRC31,3
LRRC32,0
LRRC34,6
LRRC36,4
LRRC38,3
LRRC39,8
LRRC3B,3
LRRC4,4
LRRC40,0
LRRC41,2
LRRC42,3
LRRC43,1
LRRC45,7
LRRC46,2
LRRC47,7
LRRC49,8
LRRC4B,6
LRRC56,0
LRRC58,1
LRRC59,4
LRRC6,7
LRRC66,4
LRRC7,0
LRRC71,2
LRRC73,4
LRRC74B,9
LRRC75A,3
LRRC75B,4
LRRC8A,6
LRRC8B,6
LRRC8C,3
LRRC8E,9
LRRC9,7
LRRCC1,1
LRRD1,7
LRRFIP1,4
LRRFIP2,7
LRRIQ1,6
LRRIQ3,7
LRRK1,3
LRRK2,2
LRRN1,4
LRRN2,5
LRRN3,4
LRRN4,7
LRRN4CL,9
LRRTM1,8
LRRTM2,2
LRRTM3,6
LRSAM1,6
LRTM2,6
LRTOMT,4
LRWD1,2
LSAMP,8
LSG1,9
LSM1,9
LSM10,6
LSM12,2
LSM14A,3
LSM14B,6
LSM3,6
LSM4,4
LSM5,6
LSM6,0
LSM7,9
LSM8,6
LSMEM2,7
LSP1,0
LSR,1
LSS,6
LTA,9
LTA4H,4
LTB,9
LTB4R,6
LTBP1,6
LTBP2,2
LTBP3,2
LTBP4,6
LTBR,3
LTC4S,6
LTF,2
LTN1,9
LTO1,7
LTV1,2
LUC7L,0
LUC7L2,2
LUC7L3,9
LUM,2
LURAP1,6
LURAP1L,8
LUZP1,9
LUZP2,6
LUZP4,4
LVRN,4
LXN,2
LY6E,6
LY6G5B,6
LY6G5C,2
LY6G6C,3
LY6G6D,1
LY6H,4
LY86,9
LY9,1
LY96,6
LYAR,6
LYG1,4
LYN,2
LYPD1,6
LYPD3,6
LYPD5,8
LYPD6,9
LYPD8,0
LYPLAL1,0
LYRM1,2
LYRM2,4
LYRM7,1
LYSMD1,0
LYSMD2,6
LYSMD3,6
LYSMD4,9
LYST,4
LYVE1,3
LYZ,1
LYZF2,0
LZIC,2
LZTFL1,6
LZTR1,6
LZTS1,8
LZTS2,4
LZTS3,2
M1AP,4
M6PR,6
MAB21L1,4
MAB21L2,6
MAB21L3,1
MACC1,9
MACF1,4
MACO1,3
MACROD1,4
MACROD2,9
MAD1L1,0
MAD2L1BP,8
MAD2L2,7
MADD,9
MAEA,4
MAEL,4
MAF,9
MAF1,1
MAFA,9
MAFB,0
MAFF,2
MAFG,0
MAFK,8
MAG,3
MAGED2,6
MAGEE2,6
MAGEF1,1
MAGEL2,8
MAGI1,9
MAGI2,4
MAGI3,2
MAGT1,0
MAIP1,0
MAK,7
MAK16,4
MAL,1
MAL2,6
MALL,9
MALSU1,4
MALT1,1
MAMDC2,4
MAMDC4,9
MAML1,2
MAML2,0
MAML3,4
MAMLD1,6
MAMSTR,2
MAN1A1,6
MAN1A2,9
MAN1C1,7
MAN2A1,0
MAN2A2,7
MAN2C1,2
MANBA,0
MANBAL,6
MANEA,1
MANEAL,6
MANF,2
MANSC1,6
MANSC4,6
MAOA,1
MAOB,6
MAP10,6
MAP1A,4
MAP1B,2
MAP1LC3C,7
MAP1S,4
MAP2,0
MAP2K1,6
MAP2K2,3
MAP2K3,9
MAP2K4,2
MAP2K5,9
MAP2K6,7
MAP2K7,6
MAP3K1,6
MAP3K10,9
MAP3K11,3
MAP3K12,6
MAP3K13,4
MAP3K14,4
MAP3K15,9
MAP3K2,8
MAP3K20,6
MAP3K21,0
MAP3K3,3
MAP3K4,1
MAP3K5,1
MAP3K6,2
MAP3K7,4
MAP3K7CL,0
MAP3K8,6
MAP3K9,0
MAP4K1,0
MAP4K2,8
MAP4K3,1
MAP4K4,6
MAP4K5,4
MAP6,4
MAP7,0
MAP7D1,7
MAP7D2,2
MAP7D3,5
MAP9,2
MAPK1,3
MAPK10,4
MAPK12,6
MAPK13,6
MAPK14,8
MAPK15,2
MAPK1IP1L,1
MAPK3,2
MAPK4,9
MAPK6,2
MAPK7,6
MAPK8,0
MAPK8IP1,9
MAPK8IP2,7
MAPK8IP3,9
MAPK9,4
MAPKAP1,4
MAPKAPK3,4
MAPKAPK5,0
MAPKBP1,1
MAPRE2,7
MAPRE3,1
MAPT,7
MARCKS,7
MARCKSL1,4
MARCO,3
MARK1,9
MARK2,8
MARK3,9
MARK4,2
MARS2,1
MARVELD2,1
MARVELD3,4
MASP1,4
MASP2,6
MAST1,6
MAST2,0
MAST3,6
MAST4,0
MASTL,0
MAT1A,0
MAT2A,3
MAT2B,3
MATK,9
MATN2,4
MATN3,7
MATN4,0
MATR3,1
MAU2,0
MAVS,8
MAX,8
MAZ,7
MB,9
MB21D2,0
MBD1,0
MBD2,0
MBD3,4
MBD4,2
MBD5,0
MBD6,2
MBIP,6
MBLAC1,7
MBLAC2,3
MBNL1,8
MBNL2,0
MBNL3,6
MBOAT1,1
MBOAT2,6
MBOAT7,9
MBP,4
MBTD1,6
MBTPS1,4
MBTPS2,2
MC4R,6
MCAM,0
MCAT,3
MCC,1
MCCC1,0
MCCC2,6
MCEE,0
MCEMP1,4
MCF2L,6
MCF2L2,6
MCFD2,6
MCHR1,4
MCIDAS,4
MCL1,8
MCM10,8
MCM2,1
MCM3,4
MCM3AP,4
MCM4,9
MCM5,3
MCM6,3
MCM7,1
MCM8,6
MCM9,6
MCMBP,1
MCMDC2,9
MCOLN2,6
MCOLN3,6
MCPH1,1
MCRIP1,7
MCRS1,4
MCTP1,6
MCTP2,6
MCTS1,4
MCU,0
MCUB,4
MDC1,6
MDFI,3
MDFIC,6
MDGA1,4
MDGA2,8
MDH1,0
MDH1B,3
MDM1,4
MDM2,0
MDM4,4
MDN1,4
ME1,6
ME2,6
ME3,2
MEA1,1
MEAF6,2
MEAK7,3
MECOM,2
MECP2,6
MECR,6
MED1,2
MED10,6
MED11,4
MED12,9
MED12L,1
MED13,7
MED13L,0
MED14,4
MED15,6
MED16,7
MED17,3
MED18,3
MED19,7
MED20,6
MED21,2
MED23,3
MED24,7
MED25,2
MED27,4
MED28,9
MED29,0
MED30,2
MED31,6
MED4,0
MED6,4
MED7,4
MED9,2
MEDAG,8
MEF2A,0
MEF2B,0
MEF2C,4
MEF2D,8
MEFV,0
MEGF10,9
MEGF11,4
MEGF6,2
MEGF8,7
MEI1,6
MEI4,5
MEIG1,3
MEIOB,1
MEIOC,4
MEIS1,4
MEIS2,9
MEIS3,1
MELK,6
MELTF,1
MEMO1,3
MEN1,4
MEOX1,6
MEP1A,8
MEPCE,3
MEPE,6
MERTK,1
MESD,1
MESP1,6
MESP2,7
MEST,0
MET,1
METAP1,7
METAP1D,6
METAP2,4
METRNL,4
METTL1,2
METTL14,2
METTL15,0
METTL16,0
METTL18,6
METTL21A,6
METTL22,2
METTL24,7
METTL25,4
METTL26,8
METTL27,4
METTL3,0
METTL4,1
METTL5,4
METTL7A,0
METTL8,4
METTL9,1
MEX3A,4
MEX3B,4
MEX3D,8
MFAP1,4
MFAP2,4
MFAP3,2
MFAP3L,6
MFAP4,3
MFAP5,6
MFF,2
MFGE8,2
MFHAS1,6
MFN1,6
MFN2,4
MFNG,0
MFSD1,0
MFSD10,4
MFSD11,4
MFSD12,8
MFSD13A,7
MFSD14A,4
MFSD14B,0
MFSD2A,7
MFSD3,4
MFSD4A,4
MFSD4B,0
MFSD5,2
MFSD6,9
MFSD6L,8
MFSD8,6
MFSD9,4
MGA,3
MGAM,2
MGAM2,3
MGARP,4
MGAT2,4
MGAT3,9
MGAT4A,4
MGAT4B,8
MGAT4C,4
MGAT5,2
MGAT5B,4
MGLL,1
MGMT,6
MGRN1,4
MGST1,7
MGST3,3
MIA3,4
MIB1,9
MIB2,2
MICAL1,6
MICAL2,7
MICAL3,2
MICALL1,6
MICALL2,4
MICOS13,6
MICU1,8
MICU2,4
MICU3,6
MID1,0
MID1IP1,7
MID2,6
MIDN,6
MIEF1,2
MIEN1,8
MIER1,5
MIER2,4
MIER3,6
MIF4GD,4
MIIP,2
MILR1,6
MINDY1,8
MINDY2,6
MINDY3,4
MINDY4,8
MINK1,3
MINPP1,1
MIOS,2
MIOX,0
MIP,6
MIPEP,0
MIPOL1,1
MIS18A,4
MIS18BP1,4
MISP,9
MITD1,8
MITF,4
MKI67,3
MKKS,9
MKLN1,3
MKNK1,4
MKNK2,6
MKRN2,9
MKRN2OS,4
MKRN3,6
MKS1,4
MLC1,2
MLEC,2
MLF1,4
MLF2,6
MLH1,8
MLH3,6
MLIP,6
MLLT1,0
MLLT10,3
MLLT11,8
MLLT3,4
MLLT6,6
MLNR,1
MLPH,7
MLST8,2
MLX,9
MLXIP,6
MLXIPL,4
MLYCD,1
MMAA,6
MMAB,2
MMACHC,5
MMADHC,6
MMD,4
MME,6
MMEL1,0
MMP1,6
MMP11,9
MMP12,2
MMP13,0
MMP14,4
MMP15,7
MMP16,9
MMP17,5
MMP19,0
MMP2,4
MMP21,3
MMP23,3
MMP24,6
MMP25,9
MMP27,4
MMP28,8
MMP3,7
MMP8,4
MMP9,6
MMRN2,4
MMS19,7
MMS22L,3
MMUT,0
MN1,3
MNAT1,0
MND1,8
MNDA,0
MNS1,1
MNT,7
MNX1,4
MOB1A,4
MOB1B,1
MOB2,4
MOB3A,6
MOB3B,4
MOB3C,4
MOCOS,2
MOCS1,2
MOCS2,0
MOCS3,6
MOGAT1,1
MOGAT2,0
MOGAT3,2
MOGS,7
MOK,8
MON1A,6
MON1B,1
MON2,2
MORC1,1
MORC2,6
MORC3,2
MORC4,0
MORF4L1,1
MORF4L2,0
MORN1,4
MORN2,2
MORN4,6
MORN5,2
MOSMO,4
MOSPD1,2
MOSPD2,8
MOSPD3,6
MOV10,4
MOV10L1,1
MOXD1,4
MPC2,4
MPDU1,4
MPDZ,3
MPEG1,2
MPG,6
MPHOSPH10,1
MPHOSPH6,6
MPHOSPH8,6
MPHOSPH9,4
MPI,6
MPIG6B,0
MPL,7
MPLKIP,4
MPND,1
MPO,4
MPP1,6
MPP2,0
MPP3,2
MPP4,6
MPP5,8
MPP6,4
MPP7,0
MPPE1,1
MPPED1,3
MPPED2,1
MPRIP,3
MPST,7
MPV17,3
MPV17L2,4
MPZ,3
MPZL1,3
MPZL2,9
MPZL3,7
MRAP,0
MRAP2,4
MRAS,0
MRC1,2
MRC2,4
MRE11,0
MREG,1
MRGBP,4
MRGPRF,0
MRI1,8
MRM1,6
MRM2,9
MRM3,1
MRNIP,1
MROH1,9
MROH6,0
MROH8,7
MROH9,4
MRPL1,5
MRPL10,4
MRPL11,1
MRPL13,8
MRPL14,7
MRPL15,1
MRPL17,9
MRPL18,0
MRPL19,4
MRPL2,7
MRPL20,3
MRPL21,0
MRPL22,6
MRPL24,1
MRPL27,2
MRPL28,4
MRPL3,2
MRPL32,4
MRPL33,6
MRPL34,6
MRPL35,4
MRPL37,6
MRPL38,0
MRPL39,1
MRPL4,6
MRPL40,2
MRPL41,6
MRPL43,6
MRPL44,1
MRPL46,4
MRPL47,3
MRPL49,4
MRPL50,0
MRPL51,4
MRPL52,3
MRPL53,4
MRPL54,2
MRPL55,0
MRPL57,6
MRPL58,8
MRPS11,4
MRPS12,0
MRPS15,2
MRPS18A,4
MRPS18B,4
MRPS18C,2
MRPS2,1
MRPS21,0
MRPS23,6
MRPS25,1
MRPS26,1
MRPS27,6
MRPS28,1
MRPS30,8
MRPS31,3
MRPS34,7
MRPS35,6
MRPS36,2
MRPS5,1
MRPS7,2
MRPS9,4
MRRF,4
MRS2,1
MRTFA,9
MRTFB,8
MRTO4,7
MS4A1,0
MS4A13,0
MS4A2,6
MS4A7,2
MSANTD1,6
MSANTD2,1
MSANTD4,6
MSC,9
MSH2,8
MSH3,6
MSH4,0
MSH6,3
MSI1,6
MSI2,6
MSL1,6
MSL2,6
MSL3,2
MSMO1,3
MSMP,9
MSN,2
MSR1,4
MSRA,4
MSRB1,2
MSRB2,4
MSRB3,0
MSS51,0
MST1,0
MST1R,3
MSTN,6
MSTO1,3
MSX1,3
MSX2,0
