relative_path,filename,suffix,size_bytes,sha256,category,candidate_priority,declared_script,declared_script_version,selected_for_reference_registry,notes
results/tables/GSE238110_meta_proliferation_only_models.csv,GSE238110_meta_proliferation_only_models.csv,.csv,600,bb9611efe263f7aac4eac73a1a621d818ae943bb3fb6eee5b152329eea7425c0,other,low,,,,
results/tables/GSE238110_meta_proliferation_score_per_sample.csv,GSE238110_meta_proliferation_score_per_sample.csv,.csv,6536,4ff6a4da26e050624749f83fe178f9a7f1cf4dcade295c7cbdab79c97585e4c2,other,low,,,,
results/tables/GSE238110_module_proliferation_adjustment_results.csv,GSE238110_module_proliferation_adjustment_results.csv,.csv,20579,9cd5b28d343f1d702e8738f2bbf53d394a005ab1d203f51c96c5aca8ab0fb9f9,other,low,,,,
results/tables/GSE238110_module_proliferation_overlap_audit.csv,GSE238110_module_proliferation_overlap_audit.csv,.csv,30767,fb7cce6c16e4f5f4a0adb99227c9c9efd99ea4d7464faccec0e54d2188b02619,other,low,,,,
results/tables/GSE238110_module_residualized_proliferation_analysis.csv,GSE238110_module_residualized_proliferation_analysis.csv,.csv,45313,756070a8657457607a8202c030c43a06bda089f103841bf9dececa84ce8a55bb,other,low,,,,
results/tables/GSE238110_nested_cv_expanded_random_control_summary.csv,GSE238110_nested_cv_expanded_random_control_summary.csv,.csv,10067,889082ef9dd38cbe197cd6015bfd64ffb7cd56bfb44d54b0c2c7c6be09a66489,other,low,,,,
results/tables/GSE238110_nested_cv_expanded_random_controls.csv,GSE238110_nested_cv_expanded_random_controls.csv,.csv,4575027,89f7fc0d8ea93c42bea0aaa0e937d0f7a328e3217a370e515c857922b6758fe7,other,low,,,,
results/tables/GSE238110_nested_cv_method_benchmark.csv,GSE238110_nested_cv_method_benchmark.csv,.csv,10728,352e75cce931d1e1bf1739203e7cb068550cf0bd3a9337c1192042d63fb7ec0f,other,low,,,,
results/tables/GSE238110_nested_cv_method_benchmark_summary.csv,GSE238110_nested_cv_method_benchmark_summary.csv,.csv,2215,d3352d603d0d371a0ee59ff5d932fcf43a166f167ae09cf6c94541c157354174,other,low,,,,
results/tables/GSE238110_nested_cv_method_vs_random_percentile_summary.csv,GSE238110_nested_cv_method_vs_random_percentile_summary.csv,.csv,5230,050ae076cc29b8b0dc423beb9af384cb3834a0d9e9dc441c5ad06c901ad294c4,other,low,,,,
results/tables/GSE238110_nested_cv_method_vs_random_percentiles.csv,GSE238110_nested_cv_method_vs_random_percentiles.csv,.csv,35045,6a6c2a05efcca16f8b34be1c1318e4d3295183070256ad0c7666e8ffc7fb16ff,other,low,,,,
results/tables/GSE238110_nested_cv_selected_gene_stability.csv,GSE238110_nested_cv_selected_gene_stability.csv,.csv,25763,2490ab82d882edc0006716607c757133fbb4d45507b308c583fdb45db4a56d4f,other,low,,,,
results/tables/GSE238110_nested_cv_selected_genes.csv,GSE238110_nested_cv_selected_genes.csv,.csv,26654,daf51b102edee97f12ee4a1fcc107f1855be0c4b174b99ce3d564cf9fbee45cb,other,low,,,,
results/tables/GSE238110_nested_cv_train_univariate_screen_top1000_per_fold.csv,GSE238110_nested_cv_train_univariate_screen_top1000_per_fold.csv,.csv,362356,a8b0ce7dc43c293d6c4d82291cb3518b2855a7028cbfa10f0074d093072f92f3,other,low,,,,
results/tables/GSE238110_os_conditional_cox_mb_selected.csv,GSE238110_os_conditional_cox_mb_selected.csv,.csv,1005,c8339371d78885f8f014cb36c6cfa872847920bd55a9e095c480e824e379fadf,other,low,,,,
results/tables/GSE238110_os_conditional_cox_mb_step_log.csv,GSE238110_os_conditional_cox_mb_step_log.csv,.csv,198099,f9145885e69a9c00b25e74a42fd7ffd7c362edb0fb497a97f317f9e71d12d5c8,other,low,,,,
results/tables/GSE238110_os_univariate_cox_top5000var.csv,GSE238110_os_univariate_cox_top5000var.csv,.csv,1002013,b3f9920ab64c66a8d7633441bcdb141faa29c4bcbb6496f666c92ab266b52af9,other,low,,,,
